STUDENTID,GENDER,FJOB,MJOB,GRADE
STUDENT3159,2,5,5.0,5
STUDENT3160,2,3,3.0,1
STUDENT3161,2,3,3.0,0
STUDENT3162,1,3,3.0,2
STUDENT3163,1,3,3.0,4
STUDENT3164,1,4,3.0,5
STUDENT3165,1,3,3.0,2
STUDENT3166,1,4,3.0,3
STUDENT3167,1,4,3.0,0
STUDENT3168,1,3,3.0,1
STUDENT3169,1,3,5.0,1
STUDENT3170,2,4,3.0,1
STUDENT3171,2,3,5.0,3
STUDENT3172,1,3,3.0,1
STUDENT3173,1,4,3.0,2
STUDENT3174,1,4,3.0,2
STUDENT3175,1,4,3.0,1
STUDENT3176,2,3,3.0,0
STUDENT3177,1,3,3.0,4
STUDENT3178,2,3,3.0,3
STUDENT3179,2,2,4.0,5
STUDENT3180,2,4,3.0,1
STUDENT3181,2,4,4.0,4
STUDENT3182,2,3,3.0,3
STUDENT3183,2,5,5.0,1
STUDENT3184,2,4,3.0,1
STUDENT3185,2,3,3.0,4
STUDENT3186,2,4,3.0,0
STUDENT3187,2,5,5.0,0
STUDENT3188,2,3,5.0,0
STUDENT3189,2,5,5.0,0
STUDENT3190,2,3,4.0,0
STUDENT3191,2,3,3.0,0
STUDENT3192,2,3,3.0,3
STUDENT3193,2,3,5.0,1
STUDENT3194,2,2,4.0,1
STUDENT3195,2,4,3.0,3
STUDENT3196,2,3,3.0,0
STUDENT3197,2,3,5.0,2
STUDENT3198,2,4,2.0,3
STUDENT3199,2,4,4.0,0
STUDENT3200,2,3,3.0,3
STUDENT3201,2,3,3.0,0
STUDENT3202,2,2,5.0,3
STUDENT3203,2,5,5.0,2
STUDENT3204,2,4,3.0,1
STUDENT3205,2,5,5.0,0
STUDENT3206,2,3,4.0,0
STUDENT3207,2,3,2.0,3
STUDENT3208,2,4,4.0,2
STUDENT3209,2,4,5.0,1
STUDENT3210,2,3,3.0,1
STUDENT3211,2,3,4.0,5
STUDENT3212,2,3,4.0,0
STUDENT3213,2,3,5.0,2
STUDENT3214,2,4,3.0,0
STUDENT3215,2,3,3.0,5
STUDENT3216,2,3,3.0,2
STUDENT3217,2,3,3.0,0
STUDENT3218,2,5,5.0,2
STUDENT3219,1,3,3.0,2
STUDENT3220,1,3,3.0,0
STUDENT3221,1,3,3.0,0
STUDENT3222,1,3,3.0,2
STUDENT3223,1,4,3.0,5
STUDENT3224,1,4,3.0,0
STUDENT3225,1,3,4.0,2
STUDENT3226,1,2,3.0,4
STUDENT3227,1,3,3.0,3
STUDENT3228,1,3,3.0,2
STUDENT3229,1,3,3.0,3
STUDENT3230,1,3,3.0,3
STUDENT3231,1,5,3.0,5
STUDENT3232,1,3,3.0,2
STUDENT3233,1,3,4.0,3
STUDENT3234,1,3,3.0,0
STUDENT3235,1,4,5.0,4
STUDENT3236,1,4,3.0,4
STUDENT3237,1,3,5.0,3
STUDENT3238,1,3,3.0,2
STUDENT3239,1,5,5.0,4
STUDENT3240,1,3,5.0,3
STUDENT3241,1,3,3.0,0
STUDENT3242,1,3,3.0,2
STUDENT3243,1,3,3.0,2
STUDENT3244,1,4,4.0,4
STUDENT3245,1,4,3.0,1
STUDENT3246,1,3,5.0,2
STUDENT3247,1,3,3.0,4
STUDENT3248,1,4,5.0,4
STUDENT3249,1,3,3.0,1
STUDENT3250,1,3,3.0,4
STUDENT3251,1,3,3.0,0
STUDENT3252,1,4,4.0,1
STUDENT3253,1,5,5.0,0
STUDENT3254,1,3,3.0,3
STUDENT3255,1,3,5.0,2
STUDENT3256,1,3,5.0,1
STUDENT3257,1,4,3.0,3
STUDENT3258,1,5,3.0,3
STUDENT3259,1,4,3.0,3
STUDENT3260,1,3,3.0,4
STUDENT3261,1,2,5.0,2
STUDENT3262,1,3,4.0,3
STUDENT3263,1,5,3.0,0
STUDENT3264,1,3,3.0,4
STUDENT3265,1,4,4.0,1
STUDENT3266,1,3,3.0,2
STUDENT3267,1,2,4.0,4
STUDENT3268,1,3,3.0,2
STUDENT3269,1,3,3.0,0
STUDENT3270,1,5,5.0,2
STUDENT3271,1,3,3.0,1
STUDENT3272,1,3,3.0,2
STUDENT3273,1,3,3.0,3
STUDENT3274,1,4,3.0,2
STUDENT3275,1,3,3.0,0
STUDENT3276,1,3,3.0,1
STUDENT3277,1,3,3.0,1
STUDENT3278,1,3,3.0,4
STUDENT3279,1,4,4.0,3
STUDENT3280,1,3,3.0,2
STUDENT3281,1,4,4.0,5
STUDENT3282,1,5,5.0,3
STUDENT3283,1,3,3.0,2
STUDENT3284,1,3,3.0,1
STUDENT3285,2,4,3.0,2
STUDENT3286,2,3,3.0,4
STUDENT3287,2,3,3.0,0
STUDENT3288,2,2,5.0,0
STUDENT3289,2,4,5.0,2
STUDENT3290,2,4,3.0,2
STUDENT3291,2,3,3.0,0
STUDENT3292,2,4,3.0,0
STUDENT3293,1,5,5.0,1
STUDENT3294,1,3,3.0,4
STUDENT3295,1,2,3.0,3
STUDENT3296,1,2,3.0,1
STUDENT3297,1,4,4.0,3
STUDENT3298,1,4,4.0,2
STUDENT3299,1,4,3.0,4
STUDENT3300,1,4,4.0,0
STUDENT3301,1,2,3.0,0
STUDENT3302,1,4,3.0,4
STUDENT3303,1,3,3.0,3
STUDENT3304,1,3,3.0,5
STUDENT3305,1,4,3.0,4
STUDENT3306,1,3,4.0,3
STUDENT3307,1,4,3.0,4
STUDENT3308,1,4,3.0,2
STUDENT3309,1,5,2.0,3
STUDENT3310,1,4,3.0,0
STUDENT3311,1,4,3.0,3
STUDENT3312,1,4,4.0,5
STUDENT3313,1,4,4.0,0
STUDENT3314,2,2,3.0,2
STUDENT3315,2,2,2.0,0
STUDENT3316,2,3,3.0,4
STUDENT3317,2,2,2.0,4
STUDENT3318,2,3,5.0,0
STUDENT3319,2,3,3.0,0
STUDENT3320,2,2,4.0,2
STUDENT3321,2,3,3.0,3
STUDENT3322,2,4,4.0,0
STUDENT3323,2,5,5.0,0
STUDENT3324,2,4,4.0,4
STUDENT3325,2,3,3.0,0
STUDENT3326,2,3,3.0,0
STUDENT3327,2,3,3.0,2
STUDENT3328,2,2,5.0,0
STUDENT3329,2,3,3.0,1
STUDENT3330,2,5,5.0,1
STUDENT3331,2,3,3.0,2
STUDENT3332,2,3,3.0,2
STUDENT3333,2,3,3.0,2
STUDENT3334,2,5,5.0,1
STUDENT3335,2,3,3.0,2
STUDENT3336,2,4,3.0,0
STUDENT3337,2,5,5.0,0
STUDENT3338,2,5,5.0,2
STUDENT3339,2,4,5.0,1
STUDENT3340,2,4,5.0,0
STUDENT3341,2,2,3.0,0
STUDENT3342,2,3,5.0,3
STUDENT3343,2,5,5.0,3
STUDENT3344,2,4,3.0,0
STUDENT3345,2,4,3.0,2
STUDENT3346,2,3,3.0,3
STUDENT3347,2,3,3.0,0
STUDENT3348,2,3,3.0,0
STUDENT3349,2,5,3.0,2
STUDENT3350,2,2,4.0,0
STUDENT3351,2,3,3.0,2
STUDENT3352,2,4,5.0,1
STUDENT3353,2,4,5.0,1
STUDENT3354,2,4,3.0,2
STUDENT3355,2,3,3.0,5
STUDENT3356,2,2,5.0,0
STUDENT3357,2,5,4.0,3
STUDENT3358,2,3,2.0,0
STUDENT3359,1,4,4.0,0
STUDENT3360,1,3,3.0,2
STUDENT3361,1,4,5.0,3
STUDENT3362,1,3,3.0,4
STUDENT3363,1,4,3.0,1
STUDENT3364,1,3,3.0,0
STUDENT3365,1,5,5.0,1
STUDENT3366,1,3,3.0,3
STUDENT3367,2,4,3.0,2
STUDENT3368,1,4,3.0,5
STUDENT3369,1,3,3.0,4
STUDENT3370,1,2,3.0,1
STUDENT3371,1,3,3.0,0
STUDENT3372,1,5,3.0,2
STUDENT3373,1,3,3.0,2
STUDENT3374,1,4,3.0,2
STUDENT3375,1,4,3.0,3
STUDENT3376,1,4,4.0,3
STUDENT3377,1,3,3.0,5
STUDENT3378,1,4,4.0,3
STUDENT3379,1,3,3.0,2
STUDENT3380,1,4,3.0,4
STUDENT3381,1,3,3.0,2
STUDENT3382,1,5,5.0,3
STUDENT3383,1,3,3.0,4
STUDENT3384,1,3,3.0,0
STUDENT3385,1,3,3.0,1
STUDENT3386,1,4,4.0,1
STUDENT3387,1,4,5.0,5
STUDENT3388,1,3,5.0,2
STUDENT3389,1,3,3.0,3
STUDENT3390,1,3,3.0,2
STUDENT3391,1,3,3.0,2
STUDENT3392,1,3,5.0,3
STUDENT3393,1,3,3.0,3
STUDENT3394,1,3,3.0,1
STUDENT3395,1,4,4.0,5
STUDENT3396,1,3,5.0,4
STUDENT3397,1,3,3.0,3
STUDENT3398,1,4,3.0,5
STUDENT3399,1,5,5.0,4
STUDENT3400,1,3,3.0,2
STUDENT3401,1,3,3.0,5
STUDENT3402,1,4,4.0,4
STUDENT3403,1,3,3.0,4
STUDENT3404,1,4,3.0,4
STUDENT3405,1,3,3.0,1
STUDENT3406,1,4,4.0,0
STUDENT3407,1,3,3.0,2
STUDENT3408,1,4,3.0,4
STUDENT3409,1,3,5.0,0
STUDENT3410,1,3,4.0,3
STUDENT3411,1,5,5.0,4
STUDENT3412,1,3,3.0,2
STUDENT3413,1,3,4.0,0
STUDENT3414,1,4,5.0,0
STUDENT3415,1,3,4.0,3
STUDENT3416,1,3,3.0,5
STUDENT3417,1,3,3.0,3
STUDENT3418,1,4,4.0,0
STUDENT3419,1,3,3.0,4
STUDENT3420,1,3,5.0,4
STUDENT3421,1,5,3.0,3
STUDENT3422,1,4,3.0,0
STUDENT3423,1,3,3.0,2
STUDENT3424,1,2,2.0,5
STUDENT3425,1,2,5.0,0
STUDENT3426,1,3,3.0,0
STUDENT3427,1,3,3.0,1
STUDENT3428,1,4,5.0,1
STUDENT3429,1,3,3.0,4
STUDENT3430,1,3,3.0,0
STUDENT3431,1,3,3.0,4
STUDENT3432,1,5,5.0,4
STUDENT3433,1,4,3.0,5
STUDENT3434,1,3,5.0,4
STUDENT3435,1,3,3.0,4
STUDENT3436,1,4,5.0,3
STUDENT3437,1,4,5.0,4
STUDENT3438,1,3,3.0,0
STUDENT3439,1,4,4.0,2
STUDENT3440,1,3,3.0,1
STUDENT3441,1,3,5.0,3
STUDENT3442,1,3,5.0,4
STUDENT3443,1,4,3.0,2
STUDENT3444,1,3,3.0,3
STUDENT3445,1,4,4.0,1
STUDENT3446,1,3,3.0,3
STUDENT3447,1,2,3.0,5
STUDENT3448,1,3,3.0,0
STUDENT3449,1,4,3.0,3
STUDENT3450,1,3,3.0,5
STUDENT3451,1,3,3.0,2
STUDENT3452,1,4,3.0,4
STUDENT3453,1,5,5.0,2
STUDENT3454,1,3,3.0,3
STUDENT3455,1,3,3.0,0
STUDENT3456,1,3,4.0,3
STUDENT3457,1,3,3.0,3
STUDENT3458,1,4,3.0,4
STUDENT3459,1,2,2.0,2
STUDENT3460,1,3,3.0,0
STUDENT3461,1,4,3.0,3
STUDENT3462,1,3,3.0,3
STUDENT3463,1,4,4.0,2
STUDENT3464,1,3,3.0,2
STUDENT3465,1,5,5.0,3
STUDENT3466,1,3,3.0,0
STUDENT3467,1,2,4.0,2
STUDENT3468,1,5,4.0,1
STUDENT3469,1,3,3.0,0
STUDENT3470,1,4,4.0,3
STUDENT3471,1,3,4.0,4
STUDENT3472,1,2,5.0,4
STUDENT3473,1,3,3.0,0
STUDENT3474,1,5,5.0,3
STUDENT3475,1,4,3.0,0
STUDENT3476,1,4,3.0,4
STUDENT3477,1,3,5.0,5
STUDENT3478,1,3,3.0,2
STUDENT3479,2,4,3.0,0
STUDENT3480,2,4,3.0,3
STUDENT3481,2,4,3.0,3
STUDENT3482,2,3,3.0,0
STUDENT3483,2,2,3.0,0
STUDENT3484,2,3,3.0,3
STUDENT3485,2,4,4.0,2
STUDENT3486,2,3,3.0,1
STUDENT3487,2,3,3.0,3
STUDENT3488,2,5,5.0,0
STUDENT3489,2,2,5.0,2
STUDENT3490,2,4,4.0,2
STUDENT3491,2,3,3.0,0
STUDENT3492,2,3,3.0,0
STUDENT3493,2,3,4.0,0
STUDENT3494,2,3,3.0,0
STUDENT3495,2,3,3.0,1
STUDENT3496,2,4,3.0,4
STUDENT3497,2,3,3.0,1
STUDENT3498,2,3,4.0,2
STUDENT3499,2,4,3.0,4
STUDENT3500,2,3,3.0,0
STUDENT3501,2,3,3.0,4
STUDENT3502,2,2,3.0,0
STUDENT3503,2,3,3.0,3
STUDENT3504,2,4,3.0,2
STUDENT3505,2,3,3.0,3
STUDENT3506,2,4,3.0,0
STUDENT3507,2,2,3.0,0
STUDENT3508,2,3,5.0,2
STUDENT3509,2,4,3.0,2
STUDENT3510,2,3,3.0,2
STUDENT3511,2,4,5.0,3
STUDENT3512,2,4,5.0,5
STUDENT3513,2,2,2.0,0
STUDENT3514,2,4,3.0,0
STUDENT3515,2,5,5.0,1
STUDENT3516,2,3,5.0,1
STUDENT3517,2,3,3.0,0
STUDENT3518,2,3,3.0,2
STUDENT3519,2,3,3.0,3
STUDENT3520,2,3,3.0,2
STUDENT3521,2,2,3.0,4
STUDENT3522,2,3,4.0,1
STUDENT3523,2,3,3.0,3
STUDENT3524,2,5,5.0,0
STUDENT3525,2,3,5.0,5
STUDENT3526,2,4,4.0,4
STUDENT3527,2,3,5.0,1
STUDENT3528,2,3,5.0,2
STUDENT3529,2,3,3.0,4
STUDENT3530,2,2,5.0,3
STUDENT3531,2,4,3.0,4
STUDENT3532,2,4,3.0,3
STUDENT3533,2,4,5.0,5
STUDENT3534,2,5,5.0,0
STUDENT3535,2,5,5.0,0
STUDENT3536,2,2,5.0,1
STUDENT3537,2,3,3.0,0
STUDENT3538,2,2,5.0,0
STUDENT3539,2,3,3.0,0
STUDENT3540,2,3,4.0,2
STUDENT3541,2,3,5.0,0
STUDENT3542,2,3,3.0,3
STUDENT3543,2,5,3.0,3
STUDENT3544,2,3,5.0,4
STUDENT3545,2,3,3.0,1
STUDENT3546,2,3,5.0,3
STUDENT3547,2,4,3.0,4
STUDENT3548,2,5,5.0,0
STUDENT3549,2,3,3.0,0
STUDENT3550,2,3,4.0,3
STUDENT3551,2,3,3.0,2
STUDENT3552,2,3,3.0,0
STUDENT3553,2,4,3.0,2
STUDENT3554,2,3,3.0,5
STUDENT3555,2,4,4.0,3
STUDENT3556,2,2,5.0,3
STUDENT3557,2,4,3.0,2
STUDENT3558,2,5,3.0,0
STUDENT3559,2,2,3.0,2
STUDENT3560,2,5,3.0,5
STUDENT3561,2,5,5.0,0
STUDENT3562,2,3,3.0,4
STUDENT3563,2,5,5.0,0
STUDENT3564,2,4,3.0,5
STUDENT3565,2,5,4.0,0
STUDENT3566,2,3,2.0,1
STUDENT3567,2,4,4.0,5
STUDENT3568,2,4,4.0,4
STUDENT3569,2,3,3.0,4
STUDENT3570,2,3,3.0,0
STUDENT3571,2,3,3.0,1
STUDENT3572,2,3,5.0,5
STUDENT3573,2,3,3.0,1
STUDENT3574,2,3,3.0,0
STUDENT3575,2,3,3.0,3
STUDENT3576,2,4,4.0,5
STUDENT3577,2,4,4.0,1
STUDENT3578,2,3,3.0,0
STUDENT3579,2,3,3.0,0
STUDENT3580,2,4,5.0,5
STUDENT3581,2,3,3.0,3
STUDENT3582,2,3,3.0,4
STUDENT3583,2,3,3.0,0
STUDENT3584,2,3,3.0,1
STUDENT3585,2,4,5.0,3
STUDENT3586,2,3,3.0,2
STUDENT3587,2,3,3.0,0
STUDENT3588,2,3,3.0,3
STUDENT3589,2,3,3.0,4
STUDENT3590,2,3,5.0,0
STUDENT3591,2,4,3.0,0
STUDENT3592,2,4,3.0,3
STUDENT3593,2,4,4.0,3
STUDENT3594,2,4,3.0,2
STUDENT3595,2,2,3.0,1
STUDENT3596,2,2,3.0,2
STUDENT3597,2,2,2.0,3
STUDENT3598,1,3,5.0,2
STUDENT3599,1,4,3.0,3
STUDENT3600,1,2,3.0,5
STUDENT3601,2,3,3.0,0
STUDENT3602,2,4,4.0,3
STUDENT3603,2,4,3.0,3
STUDENT3604,2,3,2.0,2
STUDENT3605,2,3,3.0,2
STUDENT3606,2,5,3.0,3
STUDENT3607,2,5,5.0,1
STUDENT3608,2,5,3.0,0
STUDENT3609,2,5,3.0,5
STUDENT3610,2,3,3.0,0
STUDENT3611,2,3,3.0,2
STUDENT3612,2,5,5.0,4
STUDENT3613,2,4,3.0,2
STUDENT3614,2,4,4.0,1
STUDENT3615,2,3,3.0,2
STUDENT3616,2,5,3.0,1
STUDENT3617,2,3,3.0,4
STUDENT3618,1,4,3.0,2
STUDENT3619,1,4,4.0,4
STUDENT3620,1,3,3.0,4
STUDENT3621,1,3,3.0,1
STUDENT3622,1,4,4.0,5
STUDENT3623,1,3,3.0,5
STUDENT3624,1,5,3.0,0
STUDENT3625,1,5,3.0,2
STUDENT3626,1,3,4.0,3
STUDENT3627,1,5,5.0,1
STUDENT3628,1,5,5.0,1
STUDENT3629,1,3,3.0,0
STUDENT3630,1,3,3.0,4
STUDENT3631,1,4,3.0,3
STUDENT3632,1,4,4.0,0
STUDENT3633,1,2,3.0,3
STUDENT3634,1,4,5.0,3
STUDENT3635,1,4,5.0,3
STUDENT3636,1,5,3.0,5
STUDENT3637,1,4,3.0,2
STUDENT3638,1,3,3.0,3
STUDENT3639,1,3,3.0,4
STUDENT3640,1,5,5.0,3
STUDENT3641,1,5,5.0,3
STUDENT3642,1,4,4.0,0
STUDENT3643,1,2,2.0,4
STUDENT3644,1,3,5.0,3
STUDENT3645,1,3,3.0,2
STUDENT3646,1,4,3.0,2
STUDENT3647,1,3,5.0,3
STUDENT3648,1,4,3.0,0
STUDENT3649,1,3,3.0,2
STUDENT3650,1,3,3.0,0
STUDENT3651,1,3,4.0,3
STUDENT3652,1,2,4.0,3
STUDENT3653,1,3,3.0,5
STUDENT3654,1,3,3.0,2
STUDENT3655,1,2,5.0,2
STUDENT3656,1,3,4.0,3
STUDENT3657,1,2,5.0,3
STUDENT3658,1,3,3.0,4
STUDENT3659,1,3,3.0,3
STUDENT3660,1,3,3.0,1
STUDENT3661,1,2,4.0,0
STUDENT3662,1,2,2.0,3
STUDENT3663,1,2,3.0,3
STUDENT3664,1,3,3.0,3
STUDENT3665,1,3,3.0,4
STUDENT3666,2,5,3.0,2
STUDENT3667,2,5,5.0,3
STUDENT3668,2,5,5.0,0
STUDENT3669,1,3,3.0,3
STUDENT3670,1,3,3.0,2
STUDENT3671,1,5,5.0,4
STUDENT3672,1,3,3.0,5
STUDENT3673,1,4,5.0,3
STUDENT3674,1,3,3.0,4
STUDENT3675,1,3,4.0,3
STUDENT3676,1,4,3.0,3
STUDENT3677,1,4,3.0,1
STUDENT3678,1,5,3.0,0
STUDENT3679,1,3,2.0,5
STUDENT3680,1,4,4.0,2
STUDENT3681,2,3,3.0,0
STUDENT3682,2,3,3.0,0
STUDENT3683,2,3,3.0,0
STUDENT3684,2,3,3.0,0
STUDENT3685,2,4,3.0,2
STUDENT3686,2,2,5.0,5
STUDENT3687,2,5,5.0,2
STUDENT3688,2,4,3.0,0
STUDENT3689,2,2,3.0,1
STUDENT3690,2,2,2.0,4
STUDENT3691,2,5,3.0,1
STUDENT3692,2,3,5.0,1
STUDENT3693,2,4,4.0,0
STUDENT3694,2,4,3.0,3
STUDENT3695,2,3,3.0,0
STUDENT3696,2,3,3.0,2
STUDENT3697,2,3,3.0,1
STUDENT3698,2,2,5.0,1
STUDENT3699,2,2,3.0,2
STUDENT3700,2,3,3.0,0
STUDENT3701,2,3,3.0,1
STUDENT3702,2,5,5.0,3
STUDENT3703,2,3,5.0,0
STUDENT3704,2,3,3.0,0
STUDENT3705,2,2,5.0,4
STUDENT3706,2,4,3.0,3
STUDENT3707,2,3,3.0,1
STUDENT3708,2,2,3.0,0
STUDENT3709,2,2,3.0,2
STUDENT3710,2,4,3.0,1
STUDENT3711,2,3,3.0,2
STUDENT3712,2,3,3.0,0
STUDENT3713,2,4,5.0,0
STUDENT3714,2,2,2.0,0
STUDENT3715,2,4,3.0,0
STUDENT3716,2,4,3.0,3
STUDENT3717,2,2,3.0,2
STUDENT3718,2,3,3.0,0
STUDENT3719,2,4,2.0,0
STUDENT3720,2,3,3.0,0
STUDENT3721,2,2,3.0,0
STUDENT3722,2,4,4.0,0
STUDENT3723,2,2,3.0,0
STUDENT3724,2,5,5.0,1
STUDENT3725,2,3,3.0,2
STUDENT3726,2,2,4.0,2
STUDENT3727,2,3,3.0,0
STUDENT3728,2,4,3.0,4
STUDENT3729,2,2,3.0,4
STUDENT3730,2,3,5.0,4
STUDENT3731,2,4,4.0,2
STUDENT3732,2,3,3.0,4
STUDENT3733,2,2,2.0,0
STUDENT3734,2,4,4.0,3
STUDENT3735,2,3,3.0,1
STUDENT3736,2,3,3.0,3
STUDENT3737,2,3,3.0,4
STUDENT3738,2,5,3.0,2
STUDENT3739,2,4,3.0,5
STUDENT3740,2,4,3.0,2
STUDENT3741,2,2,4.0,4
STUDENT3742,2,4,3.0,2
STUDENT3743,1,3,4.0,4
STUDENT3744,1,3,5.0,5
STUDENT3745,1,5,5.0,0
STUDENT3746,1,4,5.0,0
STUDENT3747,1,5,5.0,3
STUDENT3748,1,3,4.0,4
STUDENT3749,1,3,5.0,0
STUDENT3750,1,3,2.0,3
STUDENT3751,1,4,4.0,4
STUDENT3752,1,2,3.0,5
STUDENT3753,1,5,3.0,2
STUDENT3754,1,3,3.0,5
STUDENT3755,1,5,4.0,0
STUDENT3756,1,5,4.0,5
STUDENT3757,1,3,3.0,2
STUDENT3758,1,4,5.0,4
STUDENT3759,1,4,5.0,2
STUDENT3760,1,4,4.0,0
STUDENT3761,1,3,3.0,2
STUDENT3762,1,2,5.0,0
STUDENT3763,1,4,3.0,3
STUDENT3764,1,3,5.0,1
STUDENT3765,1,4,4.0,2
STUDENT3766,1,4,4.0,3
STUDENT3767,1,4,3.0,3
STUDENT3768,1,3,3.0,0
STUDENT3769,1,3,3.0,2
STUDENT3770,1,5,5.0,3
STUDENT3771,1,3,5.0,0
STUDENT3772,1,4,5.0,3
STUDENT3773,1,4,3.0,3
STUDENT3774,1,3,3.0,0
STUDENT3775,1,4,5.0,4
STUDENT3776,1,3,5.0,3
STUDENT3777,1,4,3.0,3
STUDENT3778,1,4,4.0,3
STUDENT3779,1,5,5.0,4
STUDENT3780,1,3,4.0,2
STUDENT3781,1,2,2.0,3
STUDENT3782,1,4,5.0,3
STUDENT3783,1,3,3.0,3
STUDENT3784,1,5,5.0,2
STUDENT3785,1,4,3.0,4
STUDENT3786,2,3,5.0,2
STUDENT3787,2,4,3.0,0
STUDENT3788,2,3,3.0,0
STUDENT3789,2,4,5.0,1
STUDENT3790,2,3,5.0,3
STUDENT3791,2,4,5.0,3
STUDENT3792,2,4,4.0,1
STUDENT3793,2,4,5.0,0
STUDENT3794,2,4,3.0,0
STUDENT3795,2,3,4.0,2
STUDENT3796,2,4,3.0,3
STUDENT3797,2,5,5.0,2
STUDENT3798,2,4,2.0,0
STUDENT3799,2,3,3.0,4
STUDENT3800,1,4,3.0,0
STUDENT3801,1,4,5.0,0
STUDENT3802,1,4,4.0,4
STUDENT3803,1,3,3.0,2
STUDENT3804,1,5,5.0,2
STUDENT3805,1,3,3.0,0
STUDENT3806,1,3,3.0,0
STUDENT3807,1,4,3.0,3
STUDENT3808,1,5,5.0,3
STUDENT3809,1,5,5.0,3
STUDENT3810,1,5,5.0,3
STUDENT3811,1,4,3.0,3
STUDENT3812,1,3,3.0,2
STUDENT3813,1,4,3.0,3
STUDENT3814,1,5,3.0,5
STUDENT3815,1,5,5.0,2
STUDENT3816,1,3,4.0,3
STUDENT3817,2,3,3.0,1
STUDENT3818,2,3,3.0,3
STUDENT3819,2,4,4.0,0
STUDENT3820,2,3,4.0,0
STUDENT3821,2,3,5.0,2
STUDENT3822,2,4,3.0,0
STUDENT3823,2,3,3.0,5
STUDENT3824,2,3,3.0,4
STUDENT3825,2,4,5.0,5
STUDENT3826,2,3,4.0,0
STUDENT3827,2,5,3.0,5
STUDENT3828,2,4,3.0,3
STUDENT3829,2,2,5.0,4
STUDENT3830,2,3,5.0,5
STUDENT3831,2,5,5.0,2
STUDENT3832,2,3,3.0,3
STUDENT3833,2,3,3.0,2
STUDENT3834,2,2,3.0,0
STUDENT3835,2,5,5.0,2
STUDENT3836,2,5,2.0,2
STUDENT3837,2,4,3.0,2
STUDENT3838,2,3,2.0,1
STUDENT3839,2,3,3.0,0
STUDENT3840,2,3,3.0,0
STUDENT3841,2,3,3.0,2
STUDENT3842,2,4,4.0,1
STUDENT3843,2,3,3.0,0
STUDENT3844,2,3,3.0,1
STUDENT3845,2,3,5.0,3
STUDENT3846,2,5,5.0,0
STUDENT3847,2,3,3.0,0
STUDENT3848,2,4,4.0,0
STUDENT3849,2,4,4.0,2
STUDENT3850,2,4,3.0,4
STUDENT3851,2,3,3.0,0
STUDENT3852,2,3,5.0,2
STUDENT3853,2,3,3.0,1
STUDENT3854,2,3,3.0,1
STUDENT3855,2,5,5.0,0
STUDENT3856,2,3,3.0,5
STUDENT3857,2,3,3.0,3
STUDENT3858,2,2,3.0,4
STUDENT3859,2,3,5.0,0
STUDENT3860,2,2,4.0,1
STUDENT3861,2,4,3.0,2
STUDENT3862,2,4,4.0,0
STUDENT3863,2,3,3.0,3
STUDENT3864,2,4,3.0,2
STUDENT3865,2,4,5.0,2
STUDENT3866,2,3,5.0,0
STUDENT3867,2,4,4.0,0
STUDENT3868,2,3,5.0,5
STUDENT3869,2,2,4.0,3
STUDENT3870,2,5,5.0,2
STUDENT3871,2,3,5.0,4
STUDENT3872,2,3,3.0,2
STUDENT3873,2,2,5.0,3
STUDENT3874,2,4,4.0,0
STUDENT3875,2,2,5.0,0
STUDENT3876,2,5,5.0,0
STUDENT3877,1,2,5.0,4
STUDENT3878,1,4,5.0,4
STUDENT3879,1,3,3.0,4
STUDENT3880,1,3,3.0,1
STUDENT3881,1,4,4.0,5
STUDENT3882,1,4,3.0,5
STUDENT3883,1,3,3.0,1
STUDENT3884,1,3,3.0,1
STUDENT3885,1,3,3.0,5
STUDENT3886,1,4,3.0,2
STUDENT3887,1,3,4.0,5
STUDENT3888,1,3,3.0,1
STUDENT3889,1,4,3.0,3
STUDENT3890,1,3,4.0,4
STUDENT3891,1,3,2.0,3
STUDENT3892,1,3,3.0,3
STUDENT3893,1,4,3.0,3
STUDENT3894,1,5,5.0,1
STUDENT3895,1,4,3.0,4
STUDENT3896,2,4,3.0,3
STUDENT3897,2,3,3.0,0
STUDENT3898,2,4,3.0,3
STUDENT3899,1,4,5.0,3
STUDENT3900,1,3,3.0,1
STUDENT3901,1,3,3.0,4
STUDENT3902,1,4,3.0,1
STUDENT3903,1,2,4.0,2
STUDENT3904,1,4,5.0,1
STUDENT3905,1,3,3.0,0
STUDENT3906,1,3,3.0,1
STUDENT3907,1,3,3.0,4
STUDENT3908,1,3,2.0,4
STUDENT3909,1,4,3.0,5
STUDENT3910,1,5,5.0,0
STUDENT3911,1,5,5.0,2
STUDENT3912,1,2,3.0,5
STUDENT3913,1,4,3.0,1
STUDENT3914,1,3,5.0,3
STUDENT3915,1,5,3.0,2
STUDENT3916,1,4,3.0,4
STUDENT3917,1,4,4.0,3
STUDENT3918,1,4,3.0,2
STUDENT3919,1,4,2.0,3
STUDENT3920,1,4,5.0,3
STUDENT3921,1,3,3.0,1
STUDENT3922,1,4,3.0,3
STUDENT3923,1,3,3.0,3
STUDENT3924,1,3,3.0,3
STUDENT3925,2,5,3.0,2
STUDENT3926,2,2,3.0,0
STUDENT3927,1,4,5.0,4
STUDENT3928,1,4,3.0,2
STUDENT3929,1,3,3.0,0
STUDENT3930,1,4,3.0,1
STUDENT3931,1,3,3.0,4
STUDENT3932,1,3,5.0,3
STUDENT3933,1,4,4.0,3
STUDENT3934,1,3,3.0,0
